name,count,latitude,longitude
2021S051213070303,670.0,45.84309,-64.431737
2021S051213070304,503.0,45.890762,-64.400847
2021S051213070305,470.0,45.897773,-64.252985
2021S051213070306,527.0,45.999809,-64.123209
2021S051213070307,381.0,46.048313,-64.092955
2021S051213070308,646.0,46.128249,-63.966894
2021S051213070309,474.0,46.10045,-63.870463
2021S051213070310,618.0,46.18162,-64.232426
2021S051213070311,347.0,46.188742,-64.193876
2021S051213070312,580.0,46.201329,-64.188787
2021S051213070313,515.0,46.169627,-64.302081
2021S051213070314,617.0,46.161998,-64.387455
2021S051213070315,609.0,46.154557,-64.428917
2021S051213070316,438.0,45.930697,-64.604797
2021S051213070317,499.0,45.971512,-64.619877
2021S051213070318,590.0,45.996772,-64.608522
2021S051213070319,839.0,46.02024,-64.641167
2021S051213070321,473.0,46.122668,-64.859064
2021S051213070322,2416.0,46.12346,-64.87276
2021S051213070323,1744.0,46.11699,-64.874271
2021S051213070324,864.0,46.11714,-64.88476
2021S051213070325,3185.0,46.109594,-64.858712
2021S051213070326,1094.0,46.114235,-64.854415
2021S051213070327,573.0,46.119857,-64.852969
2021S051213070328,550.0,46.117813,-64.851296
2021S051213070329,1178.0,46.116968,-64.846951
2021S051213070330,188.0,46.08856,-64.712429
2021S051213070331,874.0,46.084358,-64.7102
2021S051213070332,740.0,46.07948,-64.708994
2021S051213070333,402.0,46.075047,-64.708533
2021S051213070334,863.0,46.083186,-64.723974
2021S051213070335,505.0,46.078056,-64.721555
2021S051213070336,334.0,46.075253,-64.723942
2021S051213070340,609.0,46.144841,-64.545572
2021S051213070342,2692.0,46.212809,-64.526258
2021S051213070343,0.0,46.265723,-64.538965
2021S051213070344,805.0,46.234107,-64.511168
2021S051213070347,852.0,46.227443,-64.578656
2021S051213070351,893.0,46.215445,-64.563338
2021S051213070352,619.0,46.16908,-64.579375
2021S051213070354,897.0,46.083986,-64.642505
2021S051213070355,1035.0,46.100031,-64.702691
2021S051213070356,475.0,46.162964,-64.670199
2021S051213080067,321.0,46.944932,-64.919909
2021S051213080068,443.0,46.888981,-64.925689
2021S051213080069,521.0,46.748172,-64.997185
2021S051213080070,468.0,46.740924,-64.979574
2021S051213080071,513.0,46.733588,-64.970636
2021S051213080072,413.0,46.755792,-64.921006
2021S051213080073,659.0,46.711709,-64.896672
2021S051213080074,419.0,46.698596,-64.910363
2021S051213080075,494.0,46.686884,-64.873469
2021S051213080076,437.0,46.694044,-64.862686
2021S051213080077,480.0,46.675506,-64.86991
2021S051213080078,487.0,46.647813,-64.878341
2021S051213080079,387.0,46.639849,-64.867333
2021S051213080080,644.0,46.618077,-64.897024
2021S051213080081,844.0,46.596838,-64.975093
2021S051213080082,734.0,46.589116,-64.99261
2021S051213080083,484.0,46.586532,-65.003347
2021S051213080085,0.0,46.563843,-65.066976
2021S051213080086,425.0,46.503796,-65.1643
2021S051213080087,409.0,46.653952,-65.016343
2021S051213080088,387.0,46.693772,-65.098402
2021S051213080089,439.0,46.708707,-65.03989
2021S051213080090,537.0,46.699486,-64.957284
2021S051213080091,340.0,46.728619,-65.246245
2021S051213080092,412.0,46.695284,-65.362507
2021S051213080093,5.0,46.541871,-65.392994
2021S051213080094,346.0,46.399966,-65.235708
2021S051213080095,424.0,46.33727,-65.050243
2021S051213080096,396.0,46.478813,-64.98964
2021S051213080097,459.0,46.418296,-64.904325
2021S051213080098,502.0,46.417168,-64.847277
2021S051213080099,581.0,46.408675,-64.789448
2021S051213080100,490.0,46.445239,-64.769358
2021S051213080101,101.0,46.451263,-64.758928
2021S051213080102,522.0,46.467894,-64.751964
2021S051213080103,516.0,46.477892,-64.729666
2021S051213080104,444.0,46.470538,-64.725349
2021S051213080105,363.0,46.478184,-64.715793
2021S051213080106,668.0,46.462334,-64.703678
2021S051213080108,457.0,46.502065,-64.713503
2021S051213080109,388.0,46.538036,-64.743199
2021S051213080110,501.0,46.535022,-64.774378
2021S051213080111,457.0,46.626962,-64.736815
2021S051213080112,408.0,46.623485,-64.788153
2021S051213080114,116.0,46.689718,-64.791158
2021S051213080116,657.0,46.415722,-64.722799
2021S051213080119,489.0,46.342024,-64.626124
2021S051213080121,825.0,46.31642,-64.578846
2021S051213080122,710.0,46.30407,-64.536323
2021S051213080123,568.0,46.321922,-64.535134
2021S051213080124,420.0,46.349459,-64.552645
2021S051213080129,574.0,46.359071,-64.744978
2021S051213080130,467.0,46.362607,-64.760922
2021S051213080131,750.0,46.368438,-64.75216
2021S051213080132,449.0,46.37102,-64.828704
2021S051213080133,453.0,46.314912,-64.987105
2021S051213080137,796.0,46.389081,-64.629999
2021S051213080139,250.0,46.427256,-64.647803
2021S051213080146,736.0,46.319185,-64.642284
2021S051213080147,576.0,46.324165,-64.70183
2021S051213080148,486.0,46.363084,-64.634617
2021S051213080149,439.0,46.333361,-64.750775
2021S051213080150,799.0,46.450203,-64.687671
2021S051213080151,794.0,46.290617,-64.71678
2021S051213080152,0.0,46.687554,-64.795647
2021S051213080153,576.0,46.680671,-64.748709
2021S051213080154,514.0,46.567663,-65.051596
2021S051213080155,0.0,46.565691,-64.965479
2021S051213080156,0.0,46.567386,-64.976093
2021S051213090106,0.0,47.323592,-65.15038
2021S051213090107,10.0,47.345972,-65.100125
2021S051213090108,0.0,47.345654,-65.069558
2021S051213090109,10.0,47.346399,-65.093624
2021S051213090110,502.0,47.300517,-65.067368
2021S051213090111,436.0,47.295456,-65.143662
2021S051213090112,341.0,47.248865,-65.145683
2021S051213090113,492.0,47.238577,-65.100844
2021S051213090114,784.0,47.227157,-65.132737
2021S051213090115,439.0,47.204068,-65.121874
2021S051213090117,556.0,47.274466,-65.049184
2021S051213090118,644.0,47.263612,-65.08371
2021S051213090121,499.0,47.149562,-65.262769
2021S051213090122,524.0,47.190949,-65.266212
2021S051213090123,308.0,47.277923,-65.227915
2021S051213090124,321.0,47.301363,-65.301627
2021S051213090125,491.0,47.095182,-65.417263
2021S051213090126,909.0,47.062303,-65.406096
2021S051213090127,440.0,47.037946,-65.434023
2021S051213090128,509.0,47.049655,-65.441047
2021S051213090129,704.0,47.042023,-65.451413
2021S051213090130,446.0,47.034627,-65.463332
2021S051213090131,445.0,47.032282,-65.461855
2021S051213090132,388.0,47.02805,-65.457425
2021S051213090133,393.0,47.023475,-65.469428
2021S051213090134,321.0,47.02737,-65.468086
2021S051213090135,609.0,47.018113,-65.47183
2021S051213090136,599.0,47.022066,-65.453564
2021S051213090137,554.0,47.002981,-65.473882
2021S051213090138,371.0,47.010412,-65.498179
2021S051213090139,588.0,47.02574,-65.497999
2021S051213090140,665.0,47.032744,-65.510945
2021S051213090141,613.0,47.038779,-65.493362
2021S051213090142,479.0,47.051538,-65.510113
2021S051213090143,431.0,47.065131,-65.478392
2021S051213090144,449.0,47.036801,-65.53419
2021S051213090145,334.0,47.039822,-65.584303
2021S051213090146,810.0,47.019048,-65.570188
2021S051213090147,395.0,47.005205,-65.573306
2021S051213090148,363.0,47.007659,-65.57381
2021S051213090149,461.0,47.009555,-65.584646
2021S051213090150,276.0,47.01075,-65.579272
2021S051213090151,419.0,46.996122,-65.576529
2021S051213090152,342.0,46.999808,-65.575883
2021S051213090153,405.0,47.000089,-65.57253
2021S051213090154,514.0,46.999843,-65.568249
2021S051213090155,574.0,47.002616,-65.550435
2021S051213090156,476.0,47.014983,-65.555319
2021S051213090157,439.0,46.999995,-65.534937
2021S051213090158,378.0,46.97724,-65.539601
2021S051213090159,629.0,46.967885,-65.558161
2021S051213090160,382.0,46.958865,-65.515568
2021S051213090161,391.0,46.891455,-65.539134
2021S051213090163,401.0,46.853262,-65.74957
2021S051213090164,513.0,46.798712,-65.817225
2021S051213090165,394.0,46.766842,-65.779451
2021S051213090166,460.0,46.738067,-65.821651
2021S051213090167,454.0,46.734703,-65.847307
2021S051213090168,434.0,46.772248,-65.86667
2021S051213090169,337.0,46.909437,-65.791924
2021S051213090170,37.0,46.91475,-65.911752
2021S051213090174,0.0,46.955636,-65.827454
2021S051213090175,0.0,46.955932,-65.838462
2021S051213090176,0.0,46.946986,-65.827301
2021S051213090177,0.0,46.947545,-65.826985
2021S051213090178,0.0,46.946192,-65.821909
2021S051213090179,0.0,46.947215,-65.822024
2021S051213090180,0.0,46.946444,-65.828974
2021S051213090181,0.0,46.946664,-65.824095
2021S051213090182,0.0,46.952245,-65.82457
2021S051213090183,0.0,46.951583,-65.829448
2021S051213090184,0.0,46.953436,-65.825212
2021S051213090185,0.0,46.957279,-65.829514
2021S051213090186,0.0,46.953322,-65.826253
2021S051213090187,0.0,46.955991,-65.829094
2021S051213090188,0.0,46.954994,-65.826503
2021S051213090189,363.0,46.948326,-65.835319
2021S051213090190,460.0,46.945453,-65.700322
2021S051213090191,696.0,46.962907,-65.728593
2021S051213090192,302.0,46.966327,-65.800963
2021S051213090193,394.0,47.025297,-65.7027
2021S051213090195,337.0,47.121699,-65.776013
2021S051213090196,658.0,47.109442,-65.618108
2021S051213090197,545.0,46.967376,-65.627209
2021S051213090198,339.0,46.955731,-65.621526
2021S051213090199,537.0,46.917414,-65.635608
2021S051213090200,582.0,46.992215,-65.590206
2021S051213090201,491.0,46.602515,-66.072349
2021S051213090202,334.0,46.63817,-65.812333
2021S051213090203,321.0,46.736897,-65.725308
2021S051213090204,412.0,46.717516,-65.514981
2021S051213090205,648.0,46.737154,-65.4317
2021S051213090206,545.0,46.730254,-65.419559
2021S051213090207,262.0,46.779409,-65.377392
2021S051213090208,398.0,46.79385,-65.450135
2021S051213090209,501.0,46.919367,-65.334212
2021S051213090210,386.0,46.95874,-65.246982
2021S051213090211,645.0,47.021009,-65.322274
2021S051213090212,527.0,47.031733,-65.384419
2021S051213090213,705.0,47.072514,-65.061282
2021S051213090214,434.0,47.018481,-65.086024
2021S051213090215,415.0,47.03928,-64.987264
2021S051213090216,347.0,47.022784,-65.001103
2021S051213090217,302.0,47.058787,-64.918006
2021S051213090218,449.0,46.557458,-66.120366
2021S051213090219,359.0,46.562717,-66.1301
2021S051213090220,447.0,46.516755,-66.261763
2021S051213090221,455.0,46.456247,-66.308679
2021S051213090222,504.0,46.532491,-66.444407
2021S051213090322,297.0,46.47781,-66.559962
2021S051213090324,472.0,46.407032,-66.486934
2021S051213090326,440.0,47.01505,-65.871047
2021S051213090327,530.0,46.973939,-66.164771
2021S051213090334,364.0,47.333638,-65.081629
2021S051213090336,320.0,47.304321,-65.012789
2021S051213090337,10.0,46.82059,-65.779742
2021S051213090338,538.0,46.876977,-65.657118
2021S051213090339,30.0,47.060774,-65.804514
2021S051213090340,16.0,47.020179,-65.832611
2021S051213100162,397.0,46.277827,-66.733813
2021S051213100163,519.0,46.255777,-66.754002
2021S051213100164,571.0,46.202692,-66.616853
2021S051213100165,655.0,46.077163,-66.625641
2021S051213100166,1129.0,46.060963,-66.552764
2021S051213100167,732.0,46.187907,-66.51807
2021S051213100168,773.0,45.986889,-66.580784
2021S051213100169,785.0,45.996154,-66.588308
2021S051213100171,619.0,45.973731,-66.585103
2021S051213100172,602.0,45.962842,-66.613959
2021S051213100173,403.0,45.96842,-66.61005
2021S051213100174,534.0,45.966225,-66.615333
2021S051213100175,472.0,45.965346,-66.622834
2021S051213100176,548.0,45.96276,-66.624857
2021S051213100177,0.0,45.969185,-66.633611
2021S051213100178,612.0,45.969521,-66.628349
2021S051213100179,0.0,45.971744,-66.631284
2021S051213100180,1465.0,45.97464,-66.619086
2021S051213100181,658.0,45.970447,-66.604836
2021S051213100182,629.0,45.978577,-66.627311
2021S051213100183,531.0,45.984851,-66.635021
2021S051213100184,455.0,45.979598,-66.640076
2021S051213100185,376.0,45.98449,-66.638468
2021S051213100186,509.0,45.985695,-66.643711
2021S051213100187,448.0,45.981874,-66.645812
2021S051213100188,482.0,45.984239,-66.650398
2021S051213100189,468.0,45.983039,-66.654242
2021S051213100190,421.0,45.978968,-66.651385
2021S051213100191,724.0,45.984279,-66.661694
2021S051213100192,661.0,45.986694,-66.658557
2021S051213100193,473.0,45.988406,-66.648367
2021S051213100194,635.0,45.992152,-66.654155
2021S051213100195,930.0,45.994597,-66.662079
2021S051213100196,435.0,45.987952,-66.670712
2021S051213100197,498.0,45.983132,-66.681863
2021S051213100198,453.0,45.981122,-66.671174
2021S051213100199,387.0,45.979767,-66.674949
2021S051213100200,410.0,45.978216,-66.667788
2021S051213100201,386.0,45.96372,-66.657247
2021S051213100202,537.0,45.961207,-66.664598
2021S051213100203,633.0,45.957685,-66.655956
2021S051213100204,912.0,45.95706,-66.651508
2021S051213100205,465.0,45.959912,-66.652701
2021S051213100206,545.0,45.959525,-66.648461
2021S051213100207,558.0,45.962061,-66.649691
2021S051213100208,695.0,45.963053,-66.645608
2021S051213100209,522.0,45.958523,-66.642357
2021S051213100210,564.0,45.956638,-66.642344
2021S051213100211,515.0,45.955357,-66.638917
2021S051213100212,630.0,45.955851,-66.64701
2021S051213100213,715.0,45.952289,-66.640042
2021S051213100214,636.0,45.94969,-66.645621
2021S051213100215,554.0,45.94643,-66.64852
2021S051213100216,753.0,45.949136,-66.651629
2021S051213100217,565.0,45.949425,-66.657518
2021S051213100218,561.0,45.953499,-66.655666
2021S051213100219,1296.0,45.949601,-66.67453
2021S051213100220,635.0,45.944232,-66.669744
2021S051213100221,1034.0,45.942491,-66.663237
2021S051213100222,568.0,45.946927,-66.661642
2021S051213100223,904.0,45.943553,-66.656682
2021S051213100224,414.0,45.941712,-66.641957
2021S051213100225,824.0,45.934844,-66.645944
2021S051213100226,432.0,45.934396,-66.638221
2021S051213100227,1306.0,45.936359,-66.629863
2021S051213100228,749.0,45.931479,-66.633899
2021S051213100229,546.0,45.930671,-66.640322
2021S051213100230,585.0,45.925465,-66.639043
2021S051213100231,928.0,45.92516,-66.630083
2021S051213100232,506.0,45.921951,-66.625154
2021S051213100233,579.0,45.925249,-66.624616
2021S051213100234,772.0,45.931464,-66.628071
2021S051213100235,1109.0,45.913915,-66.601446
2021S051213100236,542.0,45.906087,-66.579508
2021S051213100237,606.0,45.909097,-66.592739
2021S051213100238,457.0,45.905613,-66.592746
2021S051213100239,343.0,45.896998,-66.58407
2021S051213100240,1321.0,45.941533,-66.589088
2021S051213100241,400.0,45.939264,-66.603898
2021S051213100242,497.0,45.948972,-66.623342
2021S051213100243,539.0,45.950993,-66.63439
2021S051213100244,600.0,45.949434,-66.616424
2021S051213100245,488.0,45.95639,-66.603475
2021S051213100246,676.0,45.962053,-66.572352
2021S051213100248,831.0,45.956914,-66.684445
2021S051213100249,761.0,45.963506,-66.697048
2021S051213100250,436.0,45.960099,-66.672116
2021S051213100251,730.0,45.966014,-66.744517
2021S051213100252,587.0,45.964855,-66.715169
2021S051213100253,655.0,45.964673,-66.727603
2021S051213100257,856.0,45.923322,-66.742646
2021S051213100258,1402.0,45.890021,-66.758626
2021S051213100259,453.0,45.909281,-66.75131
2021S051213100260,520.0,45.89251,-66.754326
2021S051213100262,712.0,45.833183,-66.720773
2021S051213100263,811.0,45.847696,-66.713348
2021S051213100264,524.0,45.84588,-66.67248
2021S051213100265,1038.0,45.878842,-66.677317
2021S051213100266,528.0,45.896891,-66.668569
2021S051213100267,444.0,45.903602,-66.67955
2021S051213100268,573.0,45.89853,-66.686049
2021S051213100269,586.0,45.903788,-66.690334
2021S051213100270,984.0,45.892328,-66.69715
2021S051213100271,759.0,45.800313,-66.690174
2021S051213100272,685.0,45.676589,-66.982339
2021S051213100273,402.0,45.729491,-67.005737
2021S051213100274,657.0,45.726609,-67.078375
2021S051213100275,449.0,45.818126,-67.07861
2021S051213100276,578.0,45.638424,-67.097442
2021S051213100277,61.0,45.610912,-67.391787
2021S051213100278,466.0,45.597505,-67.305433
2021S051213100279,329.0,45.594348,-67.319187
2021S051213100280,378.0,45.591072,-67.330352
2021S051213100281,552.0,45.89629,-67.514192
2021S051213100282,320.0,45.890443,-67.46605
2021S051213100283,282.0,45.797658,-67.680171
2021S051213100284,180.0,45.990971,-67.473209
2021S051213100285,501.0,46.014642,-67.398751
2021S051213100286,438.0,46.052238,-67.280376
2021S051213100287,514.0,45.989259,-67.243661
2021S051213100288,448.0,45.997096,-67.241533
2021S051213100289,558.0,46.115331,-67.240713
2021S051213100290,274.0,46.132451,-67.197063
2021S051213100291,483.0,46.058452,-67.117833
2021S051213100292,637.0,46.079799,-67.039376
2021S051213100293,740.0,46.025393,-66.950489
2021S051213100294,674.0,46.038915,-66.882284
2021S051213100295,776.0,46.069408,-66.895984
2021S051213100297,542.0,46.07538,-66.744867
2021S051213100299,499.0,46.225163,-66.879607
2021S051213100302,441.0,45.99825,-66.609768
2021S051213100303,1052.0,45.982862,-66.713421
2021S051213100304,671.0,45.976239,-66.689574
2021S051213100305,395.0,45.979013,-66.6839
2021S051213100306,1283.0,45.993192,-66.762376
2021S051213100307,395.0,45.997429,-66.765295
2021S051213100308,744.0,45.988147,-66.866675
2021S051213100309,522.0,45.965706,-66.878628
2021S051213100310,518.0,45.949973,-66.851757
2021S051213100312,671.0,45.899982,-66.882556
2021S051213100313,729.0,45.870266,-66.901334
2021S051213100315,634.0,45.851812,-67.011517
2021S051213100316,754.0,45.940113,-67.005654
2021S051213100317,420.0,45.934329,-67.148419
2021S051213100318,433.0,45.974262,-66.647069
2021S051213100319,469.0,45.976774,-66.64436
2021S051213100320,455.0,45.973228,-66.636086
2021S051213100321,0.0,46.681509,-66.687141
2021S051213100326,401.0,46.354625,-66.706219
2021S051213100338,707.0,45.950455,-66.799257
2021S051213100339,920.0,45.852236,-66.804121
2021S051213100340,732.0,45.865423,-66.852013
2021S051213100342,592.0,45.939683,-66.734729
2021S051213100344,340.0,45.937127,-66.708161
2021S051213100345,1367.0,46.038979,-66.646323
2021S051213100349,482.0,46.021189,-66.688122
2021S051213100350,1073.0,46.043543,-66.785585
2021S051213100351,953.0,45.932904,-66.685728
2021S051213100352,857.0,45.94496,-66.695016
2021S051213100353,450.0,45.959468,-66.694687
2021S051213100354,733.0,45.987039,-66.598946
2021S051213100355,1084.0,45.977413,-66.600744
2021S051213100356,270.0,46.006392,-66.672521
2021S051213100357,402.0,46.01367,-66.637662
2021S051213100358,562.0,46.008865,-66.641939
2021S051213100359,749.0,46.002915,-66.647258
2021S051213100360,1253.0,45.997237,-66.653159
2021S051213100361,405.0,45.998409,-66.637642
2021S051213100362,536.0,45.962,-66.762963
2021S051213100363,166.0,45.960607,-66.721275
2021S051213100364,689.0,45.957419,-66.699037
2021S051213100366,538.0,45.953068,-66.701927
2021S051213110047,395.0,46.58965,-67.57068
2021S051213110048,295.0,46.516555,-67.379952
2021S051213110049,517.0,46.506379,-67.251773
2021S051213110050,491.0,46.376494,-67.418786
2021S051213110051,402.0,46.325953,-67.427204
2021S051213110052,703.0,46.271656,-67.454676
2021S051213110053,582.0,46.302024,-67.511875
2021S051213110054,351.0,46.298766,-67.523067
2021S051213110055,471.0,46.265396,-67.598337
2021S051213110056,521.0,46.271715,-67.539339
2021S051213110057,787.0,46.221423,-67.559235
2021S051213110058,454.0,46.231639,-67.645103
2021S051213110059,489.0,46.205351,-67.666603
2021S051213110060,598.0,46.165747,-67.717916
2021S051213110062,653.0,46.170443,-67.583189
2021S051213110063,689.0,46.165325,-67.583643
2021S051213110064,604.0,46.158972,-67.581869
2021S051213110065,478.0,46.154587,-67.579441
2021S051213110066,626.0,46.152796,-67.57557
2021S051213110067,447.0,46.143465,-67.577529
2021S051213110068,528.0,46.14503,-67.577975
2021S051213110069,519.0,46.141423,-67.586104
2021S051213110071,340.0,46.124561,-67.58863
2021S051213110072,435.0,46.106611,-67.584869
2021S051213110074,431.0,46.056191,-67.685728
2021S051213110075,427.0,46.088076,-67.728382
2021S051213110076,508.0,46.052147,-67.570096
2021S051213110077,497.0,46.081769,-67.528934
2021S051213110078,525.0,46.127883,-67.48555
2021S051213110079,853.0,46.176201,-67.469482
2021S051213110080,433.0,46.365356,-67.740488
2021S051213110081,536.0,46.346678,-67.668356
2021S051213110082,514.0,46.361827,-67.606028
2021S051213110083,578.0,46.390752,-67.566174
2021S051213110084,620.0,46.405775,-67.510786
2021S051213110085,830.0,46.438042,-67.615799
2021S051213110086,743.0,46.465491,-67.574819
2021S051213110087,521.0,46.485974,-67.528873
2021S051213110088,440.0,46.510664,-67.590883
2021S051213110089,616.0,46.542856,-67.620525
2021S051213110090,424.0,46.505317,-67.63687
2021S051213110091,434.0,46.5711,-67.683345
2021S051213110092,330.0,46.537065,-67.739103
2021S051213110093,411.0,46.475465,-67.67578
2021S051213110094,426.0,46.455237,-67.743842
2021S051213110095,508.0,46.43115,-67.710055
2021S051213110096,764.0,46.115414,-67.640231
2021S051213110099,1009.0,46.147013,-67.597476
2021S051213110100,607.0,46.164614,-67.613303
2021S051213120037,458.0,47.132279,-67.613126
2021S051213120038,346.0,47.000655,-67.544597
2021S051213120039,554.0,47.053506,-67.640289
2021S051213120040,328.0,47.040435,-67.67837
2021S051213120041,401.0,47.033787,-67.689507
2021S051213120042,449.0,47.02224,-67.640071
2021S051213120043,634.0,47.00008,-67.691549
2021S051213120044,409.0,47.033875,-67.737766
2021S051213120045,398.0,47.04714,-67.739128
2021S051213120046,386.0,47.041929,-67.745603
2021S051213120047,480.0,47.040621,-67.752007
2021S051213120048,414.0,47.048695,-67.755952
2021S051213120049,346.0,47.046356,-67.75847
2021S051213120050,540.0,47.046858,-67.778224
2021S051213120051,444.0,47.053242,-67.751287
2021S051213120052,435.0,47.059592,-67.740112
2021S051213120053,413.0,47.055391,-67.733262
2021S051213120054,378.0,47.052118,-67.728359
2021S051213120055,577.0,47.056045,-67.720834
2021S051213120056,456.0,46.937634,-67.765555
2021S051213120057,621.0,46.944589,-67.729154
2021S051213120058,407.0,46.913637,-67.662173
2021S051213120059,324.0,46.863917,-67.610229
2021S051213120060,347.0,46.971388,-67.586706
2021S051213120061,319.0,46.890761,-67.485376
2021S051213120062,533.0,46.931378,-67.455949
2021S051213120063,504.0,46.90259,-67.399005
2021S051213120064,498.0,46.912122,-67.39421
2021S051213120065,349.0,46.811002,-67.338992
2021S051213120066,313.0,47.039468,-67.249024
2021S051213120067,358.0,46.83933,-67.457087
2021S051213120068,446.0,46.773427,-67.623166
2021S051213120069,5.0,46.763358,-67.696279
2021S051213120070,22.0,46.790533,-67.67885
2021S051213120071,0.0,46.772173,-67.63484
2021S051213120072,0.0,46.773593,-67.639732
2021S051213120073,513.0,46.792478,-67.698001
2021S051213120074,540.0,46.774974,-67.711012
2021S051213120075,414.0,46.760978,-67.742518
2021S051213120076,313.0,46.810571,-67.725847
2021S051213120077,614.0,46.742849,-67.713076
2021S051213120078,259.0,46.750868,-67.703988
2021S051213120079,448.0,46.728066,-67.704613
2021S051213120080,253.0,46.718809,-67.714694
2021S051213120081,275.0,46.6958,-67.67793
2021S051213120082,326.0,46.662651,-67.612732
2021S051213120083,465.0,46.678261,-67.750568
2021S051213130065,0.0,47.704671,-68.27874
2021S051213130066,0.0,47.630879,-68.15615
2021S051213130067,479.0,47.511851,-68.311069
2021S051213130068,391.0,47.483401,-68.40644
2021S051213130069,484.0,47.452484,-68.324466
2021S051213130070,658.0,47.444525,-68.379808
2021S051213130071,606.0,47.415791,-68.371799
2021S051213130072,497.0,47.419543,-68.380223
2021S051213130073,353.0,47.426041,-68.386631
2021S051213130074,381.0,47.434903,-68.391963
2021S051213130075,514.0,47.430986,-68.396193
2021S051213130076,546.0,47.404213,-68.390425
2021S051213130077,794.0,47.382395,-68.345269
2021S051213130078,432.0,47.379029,-68.331963
2021S051213130079,461.0,47.376452,-68.322918
2021S051213130080,421.0,47.378011,-68.327274
2021S051213130081,447.0,47.374686,-68.326417
2021S051213130082,420.0,47.373799,-68.320492
2021S051213130083,510.0,47.369061,-68.32017
2021S051213130084,349.0,47.364575,-68.322567
2021S051213130085,380.0,47.363447,-68.319082
2021S051213130086,439.0,47.364999,-68.332824
2021S051213130087,424.0,47.363614,-68.335475
2021S051213130088,367.0,47.361512,-68.346178
2021S051213130089,330.0,47.360354,-68.344213
2021S051213130090,698.0,47.375449,-68.360837
2021S051213130091,336.0,47.360404,-68.356472
2021S051213130092,516.0,47.340482,-68.393872
2021S051213130093,443.0,47.323143,-68.433222
2021S051213130094,273.0,47.29541,-68.398263
2021S051213130095,555.0,47.307062,-68.506643
2021S051213130096,258.0,47.33369,-68.536594
2021S051213130097,603.0,47.445191,-68.45398
2021S051213130099,167.0,47.33681,-68.64763
2021S051213130100,297.0,47.282693,-68.645011
2021S051213130101,408.0,47.254969,-68.613429
2021S051213130102,386.0,47.257697,-68.599539
2021S051213130103,225.0,47.243674,-68.747561
2021S051213130104,468.0,47.246791,-68.708358
2021S051213130105,402.0,47.28044,-68.828442
2021S051213130106,369.0,47.363066,-68.303029
2021S051213130107,948.0,47.379826,-68.308765
2021S051213130108,734.0,47.379966,-68.316936
2021S051213130109,1100.0,47.39589,-68.327969
2021S051213130110,332.0,47.4025,-68.341295
2021S051213130111,513.0,47.410225,-68.341909
2021S051213130112,586.0,47.427235,-68.292727
2021S051213130113,332.0,47.385505,-68.282886
2021S051213130114,377.0,47.367101,-68.282656
2021S051213130115,515.0,47.359204,-68.256819
2021S051213130116,282.0,47.357697,-68.228815
2021S051213130117,319.0,47.347954,-68.217817
2021S051213130118,330.0,47.355662,-68.220963
2021S051213130119,434.0,47.351905,-68.202264
2021S051213130120,432.0,47.32414,-68.14414
2021S051213130121,312.0,47.316808,-68.147487
2021S051213130122,353.0,47.323659,-68.105013
2021S051213130123,444.0,47.324304,-67.98743
2021S051213130124,472.0,47.255291,-68.028219
2021S051213130125,419.0,47.248305,-68.01605
2021S051213130126,492.0,47.248822,-67.975858
2021S051213130127,253.0,47.284502,-67.897541
2021S051213130128,334.0,47.213398,-67.8505
2021S051213130129,539.0,47.168531,-67.915117
2021S051213130130,329.0,47.168786,-67.921895
2021S051213130131,454.0,47.16551,-67.928673
2021S051213130132,524.0,47.134564,-67.87602
2021S051213130133,286.0,47.138106,-67.775156
2021S051213130134,371.0,47.099271,-67.763211
2021S051213130138,304.0,47.437104,-68.042934
2021S051213130139,736.0,47.395076,-68.211114
2021S051213130140,5.0,47.334748,-68.702113
2021S051213130141,518.0,47.349081,-68.657301
2021S051213130142,0.0,47.321176,-68.593815
2021S051213130144,295.0,47.084858,-67.7907
2021S051213130145,427.0,47.073678,-67.753855
2021S051213130146,415.0,47.107112,-67.721202
2021S051213140086,381.0,48.061402,-66.363709
2021S051213140087,346.0,48.06408,-66.368526
2021S051213140088,447.0,48.05939,-66.364926
2021S051213140089,389.0,48.062066,-66.374041
2021S051213140090,305.0,48.064699,-66.376151
2021S051213140091,547.0,48.0603,-66.394793
2021S051213140092,319.0,48.064382,-66.389086
2021S051213140093,489.0,48.043816,-66.390678
2021S051213140094,134.0,48.037753,-66.391602
2021S051213140095,0.0,48.029036,-66.402295
2021S051213140097,342.0,48.032662,-66.37748
2021S051213140099,296.0,48.025255,-66.424787
2021S051213140100,372.0,48.002866,-66.426812
2021S051213140101,404.0,48.010853,-66.406644
2021S051213140102,461.0,47.978144,-66.406722
2021S051213140103,475.0,47.973276,-66.444615
2021S051213140104,667.0,47.959784,-66.499294
2021S051213140108,512.0,47.998,-66.639537
2021S051213140109,475.0,48.00356,-66.649299
2021S051213140110,389.0,48.000069,-66.662616
2021S051213140111,477.0,48.002599,-66.663627
2021S051213140112,503.0,48.006568,-66.666298
2021S051213140113,482.0,48.005688,-66.672098
2021S051213140114,482.0,48.002748,-66.67365
2021S051213140115,434.0,47.99954,-66.67205
2021S051213140116,462.0,47.998873,-66.681046
2021S051213140117,488.0,48.001193,-66.684006
2021S051213140118,457.0,48.002866,-66.684088
2021S051213140119,455.0,47.999937,-66.689652
2021S051213140120,469.0,47.995868,-66.69045
2021S051213140121,393.0,47.995465,-66.685909
